5707,No
1893,No
982,No
1657,No
5255,No
3102,Yes
4885,No
2098,No
378,No
3799,Yes
5064,Yes
199,No
5987,No
4354,No
2753,Yes
3662,Yes
6861,Yes
4173,No
1193,No
4865,No
2486,No
5555,No
3238,No
2877,Yes
3606,No
4172,No
4307,Yes
828,Yes
5702,Yes
3164,No
6766,No
6639,No
5676,No
2948,Yes
1897,Yes
6083,No
1535,No
1465,No
4909,No
4724,No
1912,No
547,No
6219,Yes
1335,Yes
1385,No
1176,Yes
3571,No
5983,No
1352,No
5061,No
4247,No
5693,No
2191,Yes
3861,No
3347,No
5151,No
2706,Yes
683,No
2577,Yes
518,Yes
611,Yes
6993,Yes
2119,No
3308,No
3478,No
491,No
5364,Yes
4512,No
323,No
2764,No
3151,No
3163,No
1201,No
3907,No
1966,No
7034,Yes
324,No
6795,No
586,No
4503,Yes
5283,No
3608,Yes
2114,No
1554,No
4817,No
5957,Yes
5123,Yes
3217,No
5826,Yes
1372,No
763,No
6576,No
2859,No
88,No
1055,No
5102,No
2906,No
2732,No
3352,Yes
2628,No
6341,Yes
6813,Yes
1407,No
198,No
1954,Yes
3270,No
2272,No
73,No
2699,No
5817,Yes
3431,Yes
5922,No
4236,No
7023,No
2865,No
5571,No
6867,No
5351,Yes
5163,No
2981,No
1175,No
5046,No
1747,Yes
6350,No
5154,Yes
6422,No
6646,No
5476,Yes
3454,No
4959,Yes
2083,Yes
2404,No
5705,No
4462,Yes
4157,No
5934,Yes
6272,No
2570,Yes
3779,Yes
3540,No
5893,No
208,Yes
1433,No
6670,No
4412,No
620,No
4979,No
1511,No
6624,No
3181,No
5304,No
478,Yes
3290,No
1979,No
5657,No
3960,No
5738,Yes
3955,No
1108,No
5748,No
286,No
550,No
4970,No
6564,No
4355,No
5271,No
6230,No
1934,Yes
5227,No
5397,Yes
4564,Yes
401,No
4140,Yes
747,No
5836,No
41,No
1643,No
5743,No
4299,No
5201,No
1009,No
5711,Yes
4196,No
737,No
1022,No
4002,No
6940,No
6029,No
5112,Yes
5021,No
2882,No
5026,No
1755,No
5316,No
5984,Yes
4239,No
6258,No
2045,No
1550,No
4362,No
3438,Yes
2517,Yes
3905,Yes
6520,Yes
1507,No
1915,No
4332,No
549,No
1728,No
4728,No
4628,No
296,No
5559,No
6257,Yes
4763,No
4995,Yes
6656,No
3548,No
3024,No
6847,No
100,No
3407,No
5905,No
5379,No
4055,No
5882,No
2966,No
2233,No
5777,No
5156,No
798,No
2155,Yes
2091,No
1400,No
1425,No
927,Yes
3035,No
346,Yes
6675,No
1047,No
2197,No
1423,Yes
681,No
2264,No
4141,No
5603,Yes
87,No
465,No
2582,No
3856,No
1786,Yes
5724,Yes
1582,No
3050,Yes
6058,No
6704,No
5480,No
3439,Yes
157,No
351,No
3685,No
6114,No
6505,No
1215,Yes
1740,No
2860,No
4950,Yes
4378,No
1539,No
743,No
5821,No
84,No
6461,No
2985,No
2189,No
2805,No
4290,Yes
3058,Yes
4930,No
5325,No
2605,No
6970,Yes
2522,No
2117,No
3996,No
6784,No
1373,No
1297,No
5517,No
167,No
4984,No
5793,No
1488,No
6273,Yes
4513,Yes
5333,Yes
3483,No
6262,No
6311,No
1446,No
1074,No
3269,No
5647,No
4414,No
4314,Yes
6020,No
2778,No
6710,No
1487,No
2571,No
4787,No
3388,No
5631,No
1295,No
1600,Yes
1964,No
5001,Yes
5548,No
3611,No
4001,No
6657,No
5597,Yes
373,No
5006,Yes
5078,No
1168,No
308,No
1046,No
2505,No
3707,No
6385,Yes
1768,No
6492,No
3395,No
1281,No
4510,No
5198,Yes
1039,Yes
5075,No
812,No
65,No
965,Yes
1421,Yes
3386,No
1181,Yes
4087,No
5904,No
4160,No
3841,Yes
4004,No
1721,Yes
486,No
6410,No
2864,No
5007,No
2755,No
2276,No
921,No
322,No
248,Yes
5437,Yes
6768,No
5210,Yes
2513,No
3529,No
231,No
1210,Yes
6459,No
6630,No
7025,No
2389,No
5531,No
91,No
6906,No
318,Yes
4981,Yes
3752,No
2728,No
5605,No
4500,No
4101,No
1501,No
3379,No
1835,No
6308,No
3950,Yes
2018,Yes
6690,No
4635,No
1618,Yes
5196,No
2770,Yes
5815,Yes
5668,No
6383,No
3809,No
5549,Yes
5858,No
2789,No
1512,No
2199,No
1412,Yes
2112,No
4623,No
265,No
3878,No
1656,No
6191,No
838,No
14,No
3027,No
1558,Yes
1163,Yes
8,Yes
4039,No
2802,Yes
3939,Yes
5130,Yes
339,Yes
1694,Yes
3282,No
2022,No
1426,No
622,No
6971,Yes
4782,No
5469,No
6958,No
1438,No
2885,No
6641,Yes
1844,No
2548,No
196,No
4614,No
1869,No
4528,No
6344,Yes
6739,No
432,No
2215,No
5260,No
6001,No
1480,No
5137,No
3169,No
4653,Yes
2850,No
1760,No
604,No
2157,No
3132,No
6765,No
6508,Yes
5636,Yes
4693,No
3393,No
4201,No
3550,Yes
5782,Yes
5419,No
1891,Yes
4275,No
4738,Yes
1545,No
904,No
6602,No
6123,No
4999,No
4879,No
1703,No
4257,No
3870,No
5038,No
1720,No
4776,No
4122,No
5261,No
3479,Yes
1498,Yes
254,No
3016,Yes
221,No
3794,No
4800,Yes
4291,No
5807,No
2208,Yes
1195,No
1782,No
6552,Yes
1320,No
3765,No
6799,No
2488,Yes
1578,Yes
376,No
755,Yes
291,No
5910,No
4914,No
188,No
4382,No
1419,No
2476,No
3945,Yes
501,No
1197,No
5327,No
6983,No
5267,No
4119,No
6517,No
672,Yes
3984,No
1374,No
5975,Yes
6367,No
2178,No
5516,Yes
4270,No
216,No
3954,No
421,No
5099,Yes
4664,Yes
5028,No
506,No
3467,Yes
6809,Yes
1544,No
1315,No
4537,No
4054,No
3043,Yes
2799,No
2641,No
4498,No
3551,Yes
347,No
6529,Yes
333,Yes
6830,No
6056,No
6154,No
5422,No
6592,No
6955,No
1922,No
746,No
6910,No
1670,Yes
6618,No
4059,Yes
4271,No
2473,No
4048,No
259,No
1741,No
3829,Yes
2020,No
4586,No
1860,No
599,No
45,No
4622,No
6277,Yes
5022,No
6919,No
5701,No
1221,No
2458,No
5306,Yes
2228,No
3886,No
426,No
1569,No
805,No
410,Yes
6931,No
3574,No
438,No
3666,Yes
434,No
1805,No
6901,No
3621,Yes
6810,Yes
5266,No
1566,No
4761,No
5420,No
1049,Yes
626,No
1669,No
210,Yes
3126,No
6000,No
2226,No
51,Yes
1109,No
1617,No
6725,No
4222,No
1543,Yes
4907,No
6177,Yes
5981,No
2284,No
6431,No
4582,No
3509,No
2318,No
3463,No
5462,No
2991,No
1840,Yes
6280,No
2057,Yes
1864,No
705,Yes
6254,No
2069,Yes
5859,No
4558,Yes
5547,Yes
527,No
1533,Yes
565,No
1620,No
2268,No
640,No
4590,No
730,Yes
6566,No
4447,No
325,No
6728,No
290,Yes
1886,No
5180,No
1683,No
4149,Yes
4641,No
1945,No
6255,No
5105,Yes
4335,No
864,Yes
5740,No
5960,No
4758,No
4886,No
4939,No
4126,No
371,Yes
3985,No
2698,No
4679,No
1562,No
2751,No
6128,No
5414,Yes
4836,No
1921,No
6376,No
1783,Yes
4774,No
3076,Yes
4696,No
3260,Yes
122,Yes
479,Yes
1632,Yes
6796,Yes
2879,Yes
1436,Yes
6186,Yes
940,No
3366,No
6853,Yes
439,No
847,No
4634,No
3208,No
7010,Yes
3881,No
1173,Yes
4127,No
2549,No
4698,Yes
6143,No
4626,No
2887,Yes
5391,No
279,No
4296,Yes
2115,No
3757,No
6875,No
6081,No
4463,Yes
2534,No
2107,No
1101,No
4371,No
2794,No
4801,No
577,No
59,No
4342,No
787,No
3538,No
5008,No
2881,No
6089,Yes
2317,No
1370,No
1183,No
1883,Yes
6462,Yes
1894,No
2575,No
6561,No
5973,No
184,Yes
1565,No
1871,No
420,No
5832,Yes
553,No
1732,No
2138,No
6542,Yes
6073,No
443,No
6497,No
1608,No
6450,No
1765,No
1586,No
3313,No
5328,No
181,No
5786,No
794,No
1420,No
1477,Yes
3721,Yes
1940,No
1992,No
4074,Yes
6061,No
3370,No
4666,No
6498,Yes
530,No
6848,No
710,Yes
2357,No
6493,No
558,No
5927,No
2306,No
1371,Yes
5872,Yes
6629,No
907,No
6226,No
4376,No
5970,No
6253,No
2453,No
4715,No
1872,No
5773,No
3773,Yes
926,Yes
2481,No
5481,Yes
3404,No
15,No
6366,No
315,No
2439,No
5002,No
1161,Yes
2142,No
1623,No
6074,Yes
1362,Yes
6754,No
1212,No
2722,No
4006,No
6791,Yes
5466,No
5852,Yes
4195,No
4166,No
5234,No
3414,No
1803,No
6203,No
5285,No
1323,No
5666,No
1941,No
6601,No
1902,No
3704,No
387,No
5550,No
1032,Yes
4523,No
6582,No
5587,No
3306,No
6625,Yes
3316,No
1010,No
3641,No
931,No
6352,No
691,No
533,No
6451,No
2227,No
652,No
33,No
4118,No
44,No
6767,No
5100,Yes
964,Yes
5589,Yes
2415,Yes
6202,Yes
2263,Yes
5202,No
4450,Yes
5247,Yes
6306,No
5244,No
2316,No
2617,Yes
26,Yes
3605,No
63,No
1044,No
3660,No
5360,Yes
2656,No
1454,No
227,Yes
6984,No
3080,No
3317,No
5035,No
3184,No
2833,No
3539,Yes
969,Yes
4603,No
5751,No
2662,Yes
4094,No
6034,No
3813,No
2387,No
4224,No
6375,Yes
3567,Yes
4148,No
2646,No
6626,Yes
252,Yes
5435,No
4554,No
3975,Yes
4847,Yes
5719,No
2818,Yes
1702,Yes
4428,Yes
4808,No
3790,Yes
5722,Yes
4041,No
2094,No
2843,No
641,Yes
6140,No
3882,No
4405,Yes
297,No
303,No
2406,Yes
5816,No
3154,No
1839,No
4384,Yes
4306,No
655,No
4139,No
4686,No
4775,Yes
240,No
783,Yes
1354,Yes
1018,No
4912,Yes
977,No
809,Yes
6755,No
5036,Yes
257,No
893,Yes
5936,No
4366,No
3589,No
5162,No
5229,Yes
5167,No
3288,No
6698,No
2132,No
6243,No
5520,No
1357,No
1561,Yes
6054,Yes
2251,No
5474,No
2471,Yes
3133,No
2024,No
4687,Yes
2986,No
2042,No
4905,No
2876,No
2669,Yes
4756,No
5728,Yes
4098,Yes
7018,Yes
3806,No
6842,No
3475,No
1092,No
5867,No
124,No
4152,No
6882,No
4489,No
2922,Yes
2516,Yes
6038,Yes
1553,No
3482,No
2886,No
598,No
75,No
1339,Yes
1416,No
4772,No
1649,No
5652,No
3206,No
4024,No
2829,Yes
149,No
3001,No
1557,No
3931,No
453,Yes
4427,No
1832,Yes
3250,No
5663,No
808,Yes
2002,No
3353,No
3824,No
1671,No
1119,No
4353,Yes
810,Yes
1129,No
834,Yes
6124,No
5413,No
6732,No
1971,No
1235,No
1225,Yes
4051,No
2344,No
6227,Yes
4352,No
2273,No
1729,No
6785,Yes
2181,No
1027,No
3082,No
5205,No
349,No
452,No
662,No
172,No
1405,Yes
5857,Yes
4250,No
4550,No
422,No
3017,No
3326,Yes
881,No
3450,No
1253,Yes
6268,No
6210,No
2225,No
4121,Yes
6563,Yes
1905,No
102,No
3014,No
4301,No
6678,No
4269,Yes
2447,No
1580,No
3803,Yes
3481,No
4871,No
3877,Yes
5192,No
135,No
2521,Yes
4151,No
1918,No
6332,No
4697,No
4750,No
2666,No
5110,No
2925,No
3066,No
1789,No
5288,Yes
807,No
462,Yes
879,No
3248,Yes
4726,No
5680,Yes
6790,No
4377,No
799,Yes
354,Yes
3964,No
1073,Yes
3101,No
5594,No
144,No
380,No
1340,No
4168,No
6510,No
121,No
3745,Yes
3612,No
1360,Yes
418,Yes
6348,No
5546,No
1514,No
4184,Yes
5455,No
3100,No
2063,No
555,No
2312,No
3543,No
5440,No
1485,Yes
5017,No
1272,No
6598,No
1411,No
5076,Yes
6915,No
1471,No
2266,No
5503,No
5077,No
5635,No
4154,Yes
6679,No
3165,No
2436,No
2868,No
6612,Yes
981,No
5974,No
6063,No
3246,Yes
6207,Yes
1268,Yes
414,No
268,Yes
3127,Yes
654,Yes
3011,No
6394,No
2223,Yes
6989,No
2337,Yes
3541,No
773,Yes
2446,Yes
589,No
2907,Yes
2127,Yes
2996,No
3896,No
3038,No
6441,No
2465,Yes
3377,No
701,No
5845,Yes
2301,No
5121,No
677,Yes
6062,No
6607,Yes
2598,No
2345,No
4093,No
693,Yes
1513,Yes
6067,No
6105,Yes
6189,No
110,Yes
3852,No
6474,No
6270,No
2131,No
4085,No
1919,Yes
856,No
3408,Yes
5950,No
6554,Yes
2510,Yes
6897,No
4169,Yes
4392,No
1758,No
3337,No
3203,No
605,No
6986,Yes
3034,Yes
6691,No
1468,No
5178,No
2812,Yes
6171,No
5079,No
2921,Yes
107,No
29,Yes
3780,No
3150,No
3616,No
5346,No
4940,No
751,No
3168,No
584,No
1220,No
5040,No
6614,No
3274,No
6053,No
548,No
5448,No
6921,No
2874,No
6548,No
3715,No
2291,Yes
6783,No
6887,No
3396,No
4945,No
1203,No
344,No
4328,No
5907,No
1575,Yes
2900,Yes
6604,No
3047,Yes
3131,No
5853,No
4072,No
2173,No
90,No
7006,Yes
5487,No
4383,No
2252,No
6696,No
624,Yes
69,No
889,Yes
4845,No
5340,No
5274,No
6868,Yes
3921,No
5072,No
947,No
877,No
6806,No
6575,No
2462,No
293,No
5446,Yes
3091,No
445,Yes
4020,No
1961,No
2846,No
3614,No
1880,Yes
5186,Yes
4690,No
3570,No
4917,No
4678,Yes
5213,No
5030,Yes
4922,No
367,No
5243,No
5331,No
2540,No
6316,No
3392,No
6923,No
6455,No
4684,Yes
3105,No
3279,No
3720,No
4541,Yes
4965,Yes
4581,No
3871,Yes
5020,No
1186,No
3428,Yes
5004,No
3866,No
6827,No
5349,No
6888,No
151,Yes
1858,Yes
2464,Yes
1033,No
1383,Yes
915,Yes
1305,No
6682,No
3098,Yes
4983,Yes
509,No
5894,Yes
5963,No
6049,No
2647,No
5799,Yes
6022,No
748,No
2304,No
4076,No
5410,No
1310,Yes
1611,No
6988,No
911,No
2673,Yes
2499,No
3089,No
5200,No
5096,No
2680,No
2126,No
471,Yes
967,No
7013,No
4056,Yes
4602,No
5873,No
6648,No
3815,Yes
896,No
5329,Yes
4284,No
5785,No
1773,No
3307,No
251,Yes
1209,No
2688,Yes
3885,No
2937,No
3071,No
4605,No
1128,No
2890,Yes
4479,No
1593,No
2603,No
3607,No
57,No
1699,No
1322,No
176,Yes
3182,No
6116,No
2995,No
6997,No
6155,Yes
292,No
1142,No
2328,No
3728,No
183,No
1170,No
4838,No
5649,No
5332,No
5931,Yes
5737,No
3523,No
1086,Yes
2781,No
4112,No
1172,No
2470,No
3661,No
2166,No
5761,No
2133,Yes
7005,No
4458,Yes
4731,No
2589,Yes
4050,No
2183,No
3114,No
1956,No
613,No
3528,Yes
2944,No
6878,Yes
3734,No
1430,No
4815,Yes
1876,No
1748,No
6347,No
505,Yes
415,No
6924,Yes
272,Yes
2942,No
1706,No
5901,Yes
4557,No
2807,No
6142,Yes
5887,No
2441,No
106,No
1344,No
6811,Yes
4651,Yes
6722,No
3349,Yes
2182,No
952,No
5833,No
2586,No
2417,No
1504,No
4927,No
7003,No
3849,Yes
6080,Yes
4812,Yes
1121,No
3819,No
5447,No
6782,No
1024,No
5696,Yes
4483,No
5506,No
4252,No
2795,Yes
416,No
2827,No
4828,No
2629,Yes
3341,No
564,No
1224,Yes
142,No
3942,Yes
2271,No
2531,No
2004,Yes
1194,No
6965,No
1756,No
497,No
3477,No
6885,Yes
3315,No
721,No
5118,No
3859,No
1496,No
6637,No
1520,No
4482,Yes
3770,No
3006,Yes
5891,Yes
5673,No
108,No
1754,No
6741,Yes
1351,No
6110,No
4888,No
5708,No
1973,No
336,Yes
4941,Yes
6201,No
3139,Yes
5614,No
724,Yes
765,No
2997,Yes
3783,No
307,No
4034,No
3039,No
3846,No
5720,No
2550,No
6379,Yes
1791,No
3245,Yes
2842,No
5729,No
2053,Yes
2398,No
71,No
4903,Yes
3210,No
1260,No
1666,No
5522,Yes
6377,Yes
5500,No
2392,No
6705,No
1695,No
1095,No
3889,No
3667,No
2902,No
1630,No
4294,No
1881,No
4710,No
1612,Yes
978,Yes
6252,No
4993,No
2578,Yes
848,No
2916,No
4010,No
3912,No
2154,No
47,Yes
3303,Yes
1350,No
5321,No
446,Yes
1743,No
844,Yes
6138,No
2418,No
3742,No
3535,No
4081,Yes
1294,Yes
2972,No
3834,Yes
6577,No
5027,Yes
5553,Yes
1112,No
776,No
6655,No
2153,No
4778,No
4796,No
6742,No
4827,Yes
3413,No
1851,Yes
1963,No
2288,No
3933,No
3007,Yes
485,No
2413,No
4680,No
5394,No
30,No
1879,Yes
2684,No
4727,No
6509,Yes
4534,No
4803,No
3298,No
636,No
5543,No
2375,No
1083,Yes
861,No
3195,No
903,No
2845,No
109,No
6774,No
3751,No
3620,No
2338,No
5913,No
4538,Yes
4915,No
1831,No
5576,Yes
782,No
6877,Yes
3334,Yes
6708,Yes
2862,Yes
1825,No
1094,No
4928,Yes
3109,No
2619,Yes
4262,Yes
3980,Yes
5436,No
1654,No
5860,Yes
7041,Yes
4567,No
3836,No
4570,No
6224,No
4385,No
6421,No
2457,No
3383,Yes
2588,No
1204,No
2202,Yes
2648,No
4655,No
5425,No
4674,No
7004,No
1770,Yes
829,No
7031,No
6814,No
627,No
4125,No
925,No
295,No
1052,No
3688,No
3563,No
2260,Yes
944,No
5599,Yes
5839,No
12,No
1117,No
6087,No
5369,No
3903,No
6452,No
1319,Yes
3947,No
6883,No
6440,No
3213,No
6263,No
3252,No
653,No
3992,No
6409,No
3982,No
2431,Yes
6870,No
5527,No
3706,No
2423,No
6240,Yes
2804,Yes
4881,No
570,No
1448,No
4532,Yes
6651,No
1745,No
3434,No
4420,No
287,Yes
1738,No
6345,No
6213,No
2664,No
3832,No
6092,No
3424,Yes
5770,No
1684,No
4578,No
1338,Yes
2952,No
5776,No
3135,Yes
6821,Yes
2258,No
4015,No
4253,No
3053,No
2498,No
5471,No
1564,Yes
5372,No
6957,No
5885,No
2185,Yes
5519,No
1231,No
4418,Yes
1258,No
2254,No
1951,No
6543,No
113,Yes
5976,No
5149,No
4813,No
507,Yes
3545,No
3807,Yes
2932,No
2515,No
3402,Yes
4099,No
6623,Yes
350,No
4147,No
3542,No
3759,Yes
1114,No
4958,No
